"date","time","username","name","tweet","replies_count","retweets_count","likes_count"
2018-01-29,"23:46:45","sugawitter","菅 義偉","平成30年1月30日(火)午前-内閣官房長官記者会見   https://t.co/MkbAmOd92n  https://t.co/YMH0M4pfrp",2,21,71
2018-01-29,"00:09:16","sugawitter","菅 義偉","仮想通貨流出  菅官房長官「原因究明、必要な対応講じる」 【毎日新聞　2018/1/29 12:26】...  https://t.co/ERP2B3L2yu",5,44,168
2018-01-29,"00:06:56","sugawitter","菅 義偉","平成30年1月29日(月)午後-内閣官房長官記者会見   https://t.co/EHHdaS57b6  https://t.co/o9JTFcxPQW",2,32,180
2018-01-29,"00:06:24","sugawitter","菅 義偉","平成30年1月29日(月)午前-内閣官房長官記者会見  [冒頭発言] ・副大臣人事について   https://t.co/JuNFQtRZhH  https://t.co/rkAuPpP5Iq",4,20,73
2018-01-27,"02:56:50","sugawitter","菅 義偉","こんばんは。  今週２２日、通常国会が開会し、安倍総理は、今年一年間の政府の基本方針を示す施政方針演説に臨みました。...  https://t.co/9Y0qdybf1G",37,210,804
2018-01-26,"00:43:46","sugawitter","菅 義偉","平成30年1月26日(金)午後-内閣官房長官記者会見 （西村康稔内閣官房副長官）   https://t.co/li3xqF2T4g  https://t.co/cM4TydF1Nn",2,18,62
2018-01-26,"00:43:16","sugawitter","菅 義偉","平成30年1月26日(金)午前-内閣官房長官記者会見 （西村康稔内閣官房副長官）  [冒頭発言] ・閣議の概要について ・シュタインマイヤー・ドイツ連邦共和国大統領及び同令夫人の来日について...  https://t.co/7K6yJNfTEH",0,23,129
2018-01-25,"04:19:28","sugawitter","菅 義偉","平成30年1月25日(木)午後-内閣官房長官記者会見 （野上浩太郎内閣官房副長官）   https://t.co/l5CrL21Fxs  https://t.co/hr34uIHmNH",4,23,62
2018-01-25,"04:19:05","sugawitter","菅 義偉","平成30年1月25日(木)午前-内閣官房長官記者会見 （西村康稔内閣官房副長官）   https://t.co/fIBKyxTBI9  https://t.co/XGAg5GDMOy",2,35,95
2018-01-24,"02:18:31","sugawitter","菅 義偉","菅義偉官房長官「極めて遺憾」米側に不時着同型機の飛行停止を要請  【産経新聞　2018/1/24 12:36】...  https://t.co/Kw83XhRx7w",14,33,141
2018-01-24,"02:00:54","sugawitter","菅 義偉","平成30年1月24日(水)午後-内閣官房長官記者会見 （野上浩太郎内閣官房副長官）   https://t.co/GOK2xsOtgq  https://t.co/BDIMwr3hit",8,21,56
2018-01-24,"01:59:48","sugawitter","菅 義偉","平成30年1月24日(水)午前-内閣官房長官記者会見   https://t.co/Bx2ROEZuun  https://t.co/ubo0zmbvqd",3,34,91
2018-01-22,"23:56:38","sugawitter","菅 義偉","草津白根山噴火・雪崩 1人死亡11人けが 【NHK 2018/1/23 15:11】...  https://t.co/n2zGjDiCoV",13,73,134
2018-01-22,"23:55:13","sugawitter","菅 義偉","平成30年1月23日(火)午後-内閣官房長官記者会見   https://t.co/130juYFzEu  https://t.co/HNaSfdghFv",8,20,74
2018-01-22,"23:15:07","sugawitter","菅 義偉","平成30年1月23日(火)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について   https://t.co/IeLLnbO6jG  https://t.co/uUZESSf2nP",5,29,103
2018-01-22,"00:23:58","sugawitter","菅 義偉","菅義偉官房長官「気象情報に留意を」　大雪警戒呼び掛け 【産経新聞　2018/1/22 12:18】...  https://t.co/6X3DNX5mRY",16,138,348
2018-01-22,"00:22:47","sugawitter","菅 義偉","平成30年1月22日(月)午後-内閣官房長官記者会見 （西村康稔内閣官房副長官）   https://t.co/aTLdcqnWl7  https://t.co/9vnjnIi7fO",4,26,82
2018-01-21,"22:01:20","sugawitter","菅 義偉","平成30年1月22日(月)午前-内閣官房長官記者会見  [冒頭発言] ・臨時閣議の概要について   https://t.co/QrKR3iaqfF  https://t.co/3YdmUOGmNP",3,48,152
2018-01-20,"03:58:53","sugawitter","菅 義偉","こんにちは。  今週、昨年の訪日外国人旅行者数が発表されました。外国人旅行者は19％増えて過去最高の2,869万人、 旅行消費額は18％増えてこちらも過去最高の4兆4,161億円となりました。...  https://t.co/ng1pEcPBUh",83,276,841
2018-01-20,"03:55:30","sugawitter","菅 義偉","菅義偉 公式ブログを更新しました。 『観光立国：訪日外国人旅行者数が過去最高』   https://t.co/06dSHde8Ko",28,73,223
2018-01-18,"23:59:06","sugawitter","菅 義偉","所有者不明地を広場に＝政府、新法を通常国会提出へ 【時事通信　2018/1/19 11:15】...  https://t.co/wyGbWMVfDk",10,86,273
2018-01-18,"23:57:03","sugawitter","菅 義偉","平成30年1月19日(金)午後-内閣官房長官記者会見   https://t.co/gtEAUEU89I  https://t.co/h5QeSYinZS",4,27,83
2018-01-18,"23:50:29","sugawitter","菅 義偉","平成30年1月19日(金)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について ・東日本大震災七周年追悼式の実施について ・所有者不明土地等対策の推進のための関係閣僚会議について...  https://t.co/0gIE2TysZp",5,48,166
2018-01-18,"03:51:28","sugawitter","菅 義偉","菅義偉官房長官「緩やかな回復基調続いている」日経平均株価一時２万４０００円超えで 【産経新聞　2018/1/18 17:32】...  https://t.co/YwdQfiFyKI",3,107,302
2018-01-18,"03:48:52","sugawitter","菅 義偉","市場動向を注視し、交換業者の体制など監視＝仮想通貨で官房長官 【ロイター通信　2018/1/18 16:40】...  https://t.co/OH1rujPQT3",4,60,119
2018-01-18,"03:47:22","sugawitter","菅 義偉","平成30年1月18日(木)午後-内閣官房長官記者会見   https://t.co/y8QmgzA1f0  https://t.co/zlH34X55vQ",1,22,66
2018-01-18,"03:46:58","sugawitter","菅 義偉","平成30年1月18日(木)午前-内閣官房長官記者会見   https://t.co/krPYGLOrQ3  https://t.co/0ehoMFpLFt",1,28,81
2018-01-17,"00:28:13","sugawitter","菅 義偉","サイバー戦略、年度内に骨子＝政府 【時事通信　2018/1/17 16:11】...  https://t.co/iUqnuDIKWp",10,52,128
2018-01-17,"00:25:27","sugawitter","菅 義偉","平成30年1月17日(水)午後-内閣官房長官記者会見   https://t.co/JplnuYAoC8  https://t.co/ATFBrhjuuw",6,25,68
2018-01-17,"00:24:58","sugawitter","菅 義偉","平成30年1月17日(水)午前-内閣官房長官記者会見  [冒頭発言] ・サイバーセキュリティ戦略本部について   https://t.co/beSthhkC4P  https://t.co/POcBhgbL8u",5,46,117
2018-01-16,"15:58:11","sugawitter","菅 義偉","官房長官、訪日客が過去最高「改革の分かりやすい成功例」   【日本経済新聞　2018/1/16 16:43】...  https://t.co/Sk2JKqQLt2",20,51,210
2018-01-16,"00:03:29","sugawitter","菅 義偉","転居手続き、ネットで一括＝行政電子化へ実行計画－政府 【時事通信　2018/1/16 11:12】...  https://t.co/2QX0TnAtqF",17,52,148
2018-01-16,"00:01:19","sugawitter","菅 義偉","平成30年1月16日(火)午後-内閣官房長官記者会見   https://t.co/riNtt3GIDI  https://t.co/qP4DjqKvxD",6,23,83
2018-01-16,"00:00:53","sugawitter","菅 義偉","平成30年1月16日(火)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について ・ｅガバメント閣僚会議について   https://t.co/AVwm1jyADD  https://t.co/snccsmEqSF",2,23,68
2018-01-15,"16:06:32","sugawitter","菅 義偉","平成30年1月15日(月)午後-内閣官房長官記者会見   https://t.co/O4qKAu6G0x  https://t.co/5ymQtNHxBO",3,41,156
2018-01-14,"22:54:25","sugawitter","菅 義偉","平成30年1月15日(月)午前-内閣官房長官記者会見   https://t.co/1qzgHwEhnY  https://t.co/pzYCQAzGo2",4,48,165
2018-01-14,"17:01:15","sugawitter","菅 義偉","こんにちは。  すが義偉事務所からのお知らせです。 すが義偉が下記のテレビ番組に生出演いたします。  ＊＊＊＊＊＊＊＊＊＊ １月１５日（月） 午後１０：００～１１：００ 番組名：深層ニュース チャンネル：ＢＳ日テレ...  https://t.co/ZylaIKrmY8",17,266,605
2018-01-14,"15:16:10","sugawitter","菅 義偉","公共施設に民活「コンセッション」シンポ　菅長官「導入積極的な自治体応援」 【Sankei Biz 2018/1/15 5:46】...  https://t.co/M39K22z33M",6,50,134
2018-01-13,"23:08:26","sugawitter","菅 義偉","こんばんは。  今日、新聞社主催のコンセッションに関するシンポジウムで安倍内閣の考え方をお話ししました。 コンセッションは、空港や道路、水道など、国、都道府県、市町村などが所有する公共施設の運営権を民間事業者に委ねるものです。...  https://t.co/4kW1ob9bav",99,385,1095
2018-01-12,"00:08:45","sugawitter","菅 義偉","官房長官 鳥インフルへの万全な対応を指示 【NHK 2018/1/12 10:39】...  https://t.co/1DHcPMrh6g",7,92,233
2018-01-12,"00:07:41","sugawitter","菅 義偉","平成30年1月12日(金)午後-内閣官房長官記者会見   https://t.co/gSYRhUmdZ1  https://t.co/cJwJBnRljp",4,16,71
2018-01-11,"23:38:50","sugawitter","菅 義偉","平成30年1月12日(金)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について ・鳥インフルエンザ関係閣僚会議について ・ターンブル・オーストラリア連邦首相の訪日について...  https://t.co/RzId7suaim",3,51,133
2018-01-11,"15:48:24","sugawitter","菅 義偉","こんにちは。  すが義偉事務所からのお知らせです。 すが義偉が下記のラジオ番組に出演いたします。  ＊＊＊＊＊＊＊＊＊＊ １月１３日（土）（前編） １月２０日（土）（後編) 出演時間： 午後６時～６時３０分 チャンネル：...  https://t.co/vUo1uxzgDR",21,223,562
2018-01-11,"00:25:39","sugawitter","菅 義偉","政府「関係改善の流れ阻害」＝中国に抗議－潜水艦入域 【時事通信　2018/1/11 17:05】...  https://t.co/Rjw3nsg7wx",51,334,574
2018-01-11,"00:09:21","sugawitter","菅 義偉","平成30年1月11日(木)午後-内閣官房長官記者会見   https://t.co/GDZeVVO8zL  https://t.co/cZRd54qlcK",5,36,92
2018-01-11,"00:08:53","sugawitter","菅 義偉","平成30年1月11日(木)午前-内閣官房長官記者会見   https://t.co/7eDLLYxNbc  https://t.co/sGHySobyXA",3,33,94
2018-01-10,"16:42:36","sugawitter","菅 義偉","菅官房長官「インバウンド4000万人は射程に入った」、旅行業界の新春イベントで講演、観光政策の成果に自信　ートラベル懇話会 【トラベルボイス　2018/1/10】...  https://t.co/t2kAxzkxGz",19,69,208
2018-01-09,"23:54:12","sugawitter","菅 義偉","平成30年1月10日(水)午後-内閣官房長官記者会見  [冒頭発言] ・安倍総理のエストニア・ラトビア・リトアニア・ブルガリア・セルビア及びルーマニア訪問について...  https://t.co/tYEy4yXhum",13,46,145
2018-01-09,"23:39:44","sugawitter","菅 義偉","全く受け入れられず―菅氏 【ロイター通信　2018/1/10 12:53】...  https://t.co/rY59rHn9Ce",81,678,1766
2018-01-09,"23:30:46","sugawitter","菅 義偉","平成30年1月10日(水)午前-内閣官房長官記者会見   https://t.co/Elr6RYzDCQ  https://t.co/1GTpRAXdI6",3,29,100
2018-01-08,"23:00:02","sugawitter","菅 義偉","官房長官トップに儀式など検討、皇位継承の準備委員会が初会合 【JNN 2018/1/9】...  https://t.co/GgDS8zGAr4",12,60,188
2018-01-08,"22:57:35","sugawitter","菅 義偉","平成30年1月9日(火)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について ・天皇陛下の御退位及び皇太子殿下の御即位に伴う式典準備委員会の設置について...  https://t.co/hxKhPAVGG6",3,71,304
2018-01-05,"00:04:02","sugawitter","菅 義偉","幸先の良いスタート、経済運営に万全期したい＝株高で菅官房長官 【ロイター通信　2018/1/5 12:11】...  https://t.co/3y3kjrwyQq",45,181,552
2018-01-05,"00:01:36","sugawitter","菅 義偉","平成30年1月5日(金)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について ・羽生善治氏及び井山裕太氏に対する国民栄誉賞の授与について...  https://t.co/e70EqStE91",5,111,395
2018-01-04,"15:10:32","sugawitter","菅 義偉","日韓合意「１ミリも動かさない」菅義偉官房長官が強調 【産経新聞　2018/1/5 23:04】...  https://t.co/l0K4OHeIat",98,1374,3112
2018-01-03,"23:43:54","sugawitter","菅 義偉","菅長官「北の脅威から国民の安全守る」訓示 【NNN 2018/1/4 11:38】...  https://t.co/6G36m3x4HM",22,398,1220
2018-01-03,"15:42:31","sugawitter","菅 義偉","新年あけましておめでとうございます。  すが義偉事務所からのお知らせです。 すが義偉が下記のテレビ番組に生出演いたします。  ＊＊＊＊＊＊＊＊＊＊＊ １月４日（木） 午後８：００～９：５５ 番組名：プライムニュース...  https://t.co/3MIB9nx74o",40,417,1334
2017-12-31,"16:54:47","sugawitter","菅 義偉","新しい年を迎えました。  今年も官房長官として引き続き緊張感を持ってこの国を前に進めてまいります。 今年は来年以降に立て続けに迎える大きな行事に向けて大事な一年となります。  「天皇陛下のご退位に向けて万全を期す」...  https://t.co/iyEClsAgd2",122,1108,3913
2017-12-29,"01:49:01","sugawitter","菅 義偉","菅官房長官インタビュー　金融緩和「出口戦略まだ早い」 【日本経済新聞　2017/12/29 18:00】...  https://t.co/h6T4KJJ3p4",23,143,293
2017-12-29,"01:44:54","sugawitter","菅 義偉","菅官房長官が名護市を視察　来年2月の市長選にらみ 【ANN　2017/12/29 17:20】  菅官房長官は、来年2月の沖縄県名護市長選挙を前に市内を視察しました。...  https://t.co/7HyWckshIS",29,247,583
2017-12-26,"23:31:30","sugawitter","菅 義偉","菅義偉官房長官、来年も「日本を前に」　年末年始「危機管理は万全」　 【産経新聞　2017/12/27 12:34】...  https://t.co/gVGUdIG2Lk",20,230,546
2017-12-26,"19:46:59","sugawitter","菅 義偉","平成29年12月27日(水)午前-内閣官房長官記者会見   https://t.co/dakMJJ5Dgc  https://t.co/12sq4XplV7",6,38,120
2017-12-26,"01:06:59","sugawitter","菅 義偉","菅長官「北」の動き最大限警戒 【FNN 2017/12/26 16:39】...  https://t.co/KWNiqEIGEq",20,388,615
2017-12-25,"23:47:07","sugawitter","菅 義偉","信義基づき合意履行を＝菅官房長官 【時事通信　2017/12/26 12:42】...  https://t.co/UTa0ZtKWtk",13,76,186
2017-12-25,"23:22:30","sugawitter","菅 義偉","平成29年12月26日(火)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について ・持続可能な開発目標（ＳＤＧｓ）推進本部及びジャパンＳＤＧｓアワード表彰式について...  https://t.co/dK6pdqEe2x",6,38,112
2017-12-25,"15:08:14","sugawitter","菅 義偉","官房長官 国連の北朝鮮制裁決議を高く評価 【NHK 2017/12/25 12:27】...  https://t.co/w7jlL8kh6d",5,81,295
2017-12-24,"23:47:00","sugawitter","菅 義偉","平成29年12月25日(月)午前-内閣官房長官記者会見   https://t.co/RhMUU5b5Fi  https://t.co/dwZLSxYxZy",6,25,92
2017-12-24,"15:07:40","sugawitter","菅 義偉","菅官房長官  「日中関係は順調」　首脳相互訪問に意欲 【毎日新聞　2017/12/25 00:34】...  https://t.co/CsZrUjaDc0",15,36,114
2017-12-23,"00:54:35","sugawitter","菅 義偉","こんにちは。  昨日、平成３０年度の政府予算案を閣議決定しました。 総額９７．７兆円の来年度予算は、経済再生と財政健全化を両立した予算となりました。...  https://t.co/eUIA1eOQJ7",34,151,500
2017-12-22,"02:31:50","sugawitter","菅 義偉","【平成３０年度予算案】菅義偉長官「経済再生と財政健全化を両立」　平成３０年度予算案を決定  【産経新聞　2017/12/22 12:18】...  https://t.co/TyQ6Iau3xo",17,58,130
2017-12-22,"01:23:37","sugawitter","菅 義偉","菅官房長官「交渉により解決すべき」 【FNN 2017/12/22 13:13】  アメリカが、エルサレムをイスラエルの首都と認定した問題で、国連総会は21日、緊急会合を開き、認定の撤回を求める決議案を賛成多数で採択した。...  https://t.co/oLFRtzVgO0",12,76,207
2017-12-22,"01:20:22","sugawitter","菅 義偉","平成29年12月22日(金)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について ・国家安全保障会議について ・観光立国推進閣僚会議について ・IT総合戦略本部・官民データ活用推進戦略会議合同会議について...  https://t.co/hi21bLSlXm",3,33,95
2017-12-21,"00:12:02","sugawitter","菅 義偉","菅官房長官インタビュー ｢緊張と重圧の５年間｣  【タウンニュース　2017/12/21】...  https://t.co/3CQ3UQkPIN",23,359,778
2017-12-21,"00:10:07","sugawitter","菅 義偉","【米エルサレム首都認定】菅義偉官房長官「当事者間で解決を」　安保理決議案に日本賛成 【産経新聞　2017/12/21 13:04】...  https://t.co/b9FDYsAEZN",3,49,120
2017-12-21,"00:05:35","sugawitter","菅 義偉","平成29年12月21日(木)午後-内閣官房長官記者会見   https://t.co/xF8w7mflqg  https://t.co/HrkQRl0s4D",2,29,86
2017-12-21,"00:04:56","sugawitter","菅 義偉","平成29年12月21日(木)午前-内閣官房長官記者会見   https://t.co/UPaeiLudWB  https://t.co/IzW02MQmZI",1,15,62
2017-12-20,"00:14:40","sugawitter","菅 義偉","官房長官、観光施策「今よりも高い次元で取り組む」   【日本経済新聞　2017/12/20 16:56】...  https://t.co/g89lpQvkAg",8,29,84
2017-12-20,"00:09:11","sugawitter","菅 義偉","５月のサイバー攻撃、北の関与断定…菅官房長官  【読売新聞　2017/12/20 12:00】...  https://t.co/aCsv8FlZxR",7,252,290
2017-12-20,"00:07:27","sugawitter","菅 義偉","平成29年12月20日(水)午後-内閣官房長官記者会見   https://t.co/ZzTEL89J63  https://t.co/6WBHGSafH6",3,16,54
2017-12-19,"23:57:00","sugawitter","菅 義偉","平成29年12月20日(水)午前-内閣官房長官記者会見   https://t.co/MhxCW1Y3Mh  https://t.co/JEy1hbqE69",3,27,69
2017-12-19,"00:05:33","sugawitter","菅 義偉","自殺誘う有害投稿の監視強化を決定、座間９人遺体事件を受け 【JNN 2017/12/19 】  神奈川県座間市で男女９人の遺体が見つかった事件を受けて、政府は自殺を誘う有害な投稿の監視強化など再発防止策を決定しました。...  https://t.co/jpXttn9t03",19,111,279
2017-12-19,"00:03:57","sugawitter","菅 義偉","平成29年12月19日(火)午後-内閣官房長官記者会見   https://t.co/nJr3snxTy4  https://t.co/8PEKmSXhJe",3,10,57
2017-12-19,"00:03:20","sugawitter","菅 義偉","平成29年12月19日(火)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について ・国家安全保障会議について ・座間市における事件の再発防止に関する関係閣僚会議について...  https://t.co/wC5u8fSKXS",3,11,75
2017-12-18,"05:16:46","sugawitter","菅 義偉","平成29年12月18日(月)午後-内閣官房長官記者会見  [冒頭発言] ・安倍総理の岩手県訪問について   https://t.co/d4dp05bATn  https://t.co/FdJjCnea03",1,30,128
2017-12-18,"05:16:16","sugawitter","菅 義偉","平成29年12月18日(月)午前-内閣官房長官記者会見   https://t.co/UP8n48TinT  https://t.co/ggpDM5pZuJ",0,29,98
2017-12-16,"00:33:50","sugawitter","菅 義偉","&lt;今週の1枚&gt;【東京メトロ銀座線上野駅「上野今昔物語」除幕式_2017/12/14】",1,17,81
2017-12-16,"00:28:17","sugawitter","菅 義偉","こんにちは。  今週、私が本部長を務める「国際組織犯罪等・国際テロ対策推進本部」において、...  https://t.co/qjk00N06fy",18,244,589
2017-12-15,"02:13:32","sugawitter","菅 義偉","独自制裁　北の１９団体を資産凍結対象に 【NNN 2017/12/15 12:28】  政府は１５日の閣議で、北朝鮮への日本独自の制裁措置として新たに北朝鮮の１９の団体を資産凍結の対象とすることを決めた。...  https://t.co/ImBFrFEoYj",74,807,1642
2017-12-15,"02:10:11","sugawitter","菅 義偉","平成29年12月15日(金)午後-内閣官房長官記者会見   https://t.co/HzQm2JjbiY  https://t.co/vwKnsjdcnC",3,43,93
2017-12-15,"02:09:43","sugawitter","菅 義偉","平成29年12月15日(金)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について ・犯罪対策閣僚会議について ・我が国独自の対北朝鮮措置について...  https://t.co/a63OlIupKe",2,39,97
2017-12-14,"16:08:13","sugawitter","菅 義偉","官房長官 東京・上野 日本文化拠点として発展を期待 【NHK 2017/12/15 16:45】...  https://t.co/1gaZrwVh67",11,83,215
2017-12-05,"00:37:48","sugawitter","菅 義偉","「ふるさと納税 競争あってしかるべき」官房長官 【NHK 2017/12/5 11:32】...  https://t.co/2bVga1C7W4",60,114,345
2017-12-05,"00:35:55","sugawitter","菅 義偉","平成29年12月5日(火)午後-内閣官房長官記者会見   https://t.co/ttiXraG6Xo  https://t.co/vN16RJNkms",5,22,80
2017-12-05,"00:35:29","sugawitter","菅 義偉","平成29年12月5日(火)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について ・安倍総理のＵＨＣフォーラム２０１７出席、グテーレス国連事務総長及びサル・セネガル共和国大統領の訪日について...  https://t.co/7EpE4e7aRs",3,39,127
2017-12-04,"00:07:12","sugawitter","菅 義偉","「米韓の協力支持したい」　日本政府反応 【FNN 2017/12/4 12:08】  アメリカ軍と韓国軍は、4日から航空戦力を動員した合同軍事演習を開始しました。日本政府の反応です。...  https://t.co/o6w7ZFMcaX",3,89,208
2017-12-04,"00:04:21","sugawitter","菅 義偉","平成29年12月4日(月)午後-内閣官房長官記者会見   https://t.co/UWZ94RFWJl  https://t.co/T0QUyiFiL8",3,21,79
2017-12-04,"00:04:00","sugawitter","菅 義偉","平成29年12月4日(月)午前-内閣官房長官記者会見   https://t.co/hBkXACvr3o  https://t.co/nueSqusIx6",0,21,75
2017-12-02,"01:12:03","sugawitter","菅 義偉","こんばんは。  昨日、皇室会議が開かれ、天皇陛下が御退位される日となる特例法の施行日を、平成３１年４月３０日とすべきであるという意見が決定されました。  今年６月の通常国会で成立した「天皇の退位等に関する皇室典範特例法」は、...  https://t.co/1K4B85hb6P",36,350,895
2017-12-01,"15:19:09","sugawitter","菅 義偉","菅官房長官「サイバー攻撃対策で日ロ連携に期待」 【ANN　2017/12/2 18:27】...  https://t.co/f8XPd54rsE",18,141,299
2017-12-01,"00:06:01","sugawitter","菅 義偉","【天皇陛下譲位】天皇陛下譲位、平成３１年４月３０日は「国民がこぞってことほぐにふさわしい日」菅義偉官房長官会見詳報 【産経新聞　2017/12/1 13:24】...  https://t.co/eTtFHPg37M",13,264,486
2017-12-01,"00:03:16","sugawitter","菅 義偉","平成29年12月1日(金)午後-内閣官房長官記者会見   https://t.co/DBFoU1fIfi  https://t.co/aDsdC4j2gn",0,25,84
2017-11-30,"23:56:46","sugawitter","菅 義偉","平成29年12月1日(金)午前2-内閣官房長官記者会見  [冒頭発言] ・皇室会議について   https://t.co/GnuuiLNkLf  https://t.co/KOK4amfDXG",1,33,99
2017-11-30,"23:56:08","sugawitter","菅 義偉","平成29年12月1日(金)午前-内閣官房長官記者会見 （野上浩太郎内閣官房副長官）  [冒頭発言] ・閣議の概要について   https://t.co/56hfjN1lh6  https://t.co/LL4OwQLvUx",0,17,62
2017-11-29,"23:37:55","sugawitter","菅 義偉","北朝鮮の「火星15」、日本政府は新型のＩＣＢＭ級と分析 【ロイター通信　2017/11/30 15:20】...  https://t.co/UWSEiowz5m",10,143,251
2017-11-29,"23:32:45","sugawitter","菅 義偉","平成29年11月30日(木)午後-内閣官房長官記者会見   https://t.co/3wxGyMaZ2B  https://t.co/l91RqduMbK",7,19,87
2017-11-29,"23:32:23","sugawitter","菅 義偉","平成29年11月30日(木)午前-内閣官房長官記者会見   https://t.co/13ynVaYkU2  https://t.co/0xiBnvDMoe",2,18,68
2017-11-29,"00:02:38","sugawitter","菅 義偉","官房長官 国連安保理のさらなる対応含め断固たる対応 【NHK 2017/11/29 8:17】...  https://t.co/z4cfLpHlum",21,130,320
2017-11-28,"23:36:21","sugawitter","菅 義偉","平成29年11月29日(水)午後-内閣官房長官記者会見   https://t.co/aufgfEfNSr  https://t.co/DEESayHLuq",4,27,95
2017-11-28,"23:35:41","sugawitter","菅 義偉","平成29年11月29日(水)午前3-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について   https://t.co/7d09BPeelP  https://t.co/csXikmdC6I",1,24,82
2017-11-28,"16:16:28","sugawitter","菅 義偉","平成29年11月29日(水)午前2-内閣官房長官記者会見  [冒頭発言] ・北朝鮮による弾道ミサイル発射事案について（２）   https://t.co/lFznqCuVg9  https://t.co/npRQBUqU51",9,53,112
2017-11-28,"16:16:00","sugawitter","菅 義偉","平成29年11月29日(水)午前-内閣官房長官記者会見  [冒頭発言] ・北朝鮮による弾道ミサイル発射事案について（１）   https://t.co/XbD8hJYkZI  https://t.co/pnRw3aDyPw",8,70,153
2017-11-27,"23:40:10","sugawitter","菅 義偉","官房長官、東レ製品データ改ざん「極めて遺憾」 【日本経済新聞　2017/11/28 16:32】...  https://t.co/hIgwWeyIHs",8,68,157
2017-11-27,"23:39:06","sugawitter","菅 義偉","平成29年11月28日(火)午後-内閣官房長官記者会見   https://t.co/ftrF31VgM0  https://t.co/IvVTYYM4lS",3,17,65
2017-11-27,"23:37:18","sugawitter","菅 義偉","平成29年11月28日(火)午前-内閣官房長官記者会見   https://t.co/3gqgjJhWYn  https://t.co/Wx7O8ddHla",2,23,84
2017-11-27,"02:47:19","sugawitter","菅 義偉","大飯再稼働　「知事から理解得られたのは重要」 【FNN 2017/11/27 17:03】...  https://t.co/Hr6NAUmmNY",18,163,452
2017-11-26,"23:47:33","sugawitter","菅 義偉","平成29年11月27日(月)午後-内閣官房長官記者会見   https://t.co/AVWrxVr1yp  https://t.co/lqjpZGzFbt",4,28,79
2017-11-26,"23:33:53","sugawitter","菅 義偉","平成29年11月27日(月)午前-内閣官房長官記者会見   https://t.co/eR1F9WYfIy  https://t.co/SizsYJNc1E",1,28,88
2017-11-25,"02:23:20","sugawitter","菅 義偉","こんばんは。  昨日、日ＥＵ経済連携協定と先々週に大筋合意したＴＰＰ１１の発効を見据え、  メリットを最大限に活かすために「総合的なＴＰＰ等関連政策大綱」を決定しました。...  https://t.co/UHh3Q4i7Hm",31,249,641
2017-11-24,"00:09:54","sugawitter","菅 義偉","【北朝鮮船漂着】菅官房長官、工作員の可能性も踏まえ慎重に調査 【産経新聞　2017/11/24 15:14】...  https://t.co/uIg8rNsEfT",56,754,1180
2017-11-24,"00:07:44","sugawitter","菅 義偉","菅官房長官、慰安婦像受け入れに「極めて遺憾」 【JNN 2017/11/24】...  https://t.co/x3Hc9McqCq",38,188,462
2017-11-24,"00:05:09","sugawitter","菅 義偉","平成29年11月24日(金)午後-内閣官房長官記者会見   https://t.co/SICLX4wJqb  https://t.co/BYKHJf7LOM",2,26,71
2017-11-23,"23:42:05","sugawitter","菅 義偉","平成29年11月24日(金)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について ・ラジャオナリマンピアニナ・マダガスカル共和国大統領の来日について...  https://t.co/zv9dyelbvo",3,35,103
2017-11-22,"00:23:01","sugawitter","菅 義偉","平成29年11月22日(水)午後-内閣官房長官記者会見   https://t.co/4SNMNurw3x  https://t.co/qFWJPFmDh1",7,25,76
2017-11-21,"23:58:08","sugawitter","菅 義偉","皇室会議、12月１日開催　官房長官発表   【日本経済新聞　2017/11/12 9:20】...  https://t.co/M3RsXDCVIv",3,58,146
2017-11-21,"23:55:19","sugawitter","菅 義偉","平成29年11月22日(水)午前2-内閣官房長官記者会見 （西村康稔内閣官房副長官）   https://t.co/hUBH2dLMTf  https://t.co/qaJAbP1kQu",2,21,64
2017-11-21,"23:54:22","sugawitter","菅 義偉","平成29年11月22日(水)午前-内閣官房長官記者会見  [冒頭発言] ・皇室会議の開催について   https://t.co/tksv6yNktj  https://t.co/TH7V8xpQgc",2,32,78
2017-11-20,"23:58:00","sugawitter","菅 義偉","平成29年11月21日(火)午後-内閣官房長官記者会見（野上浩太郎内閣官房副長官）   https://t.co/1hFKbSbesM  https://t.co/QnrMDym44m",8,30,92
2017-11-20,"23:57:39","sugawitter","菅 義偉","平成29年11月21日(火)午前-内閣官房長官記者会見（西村康稔内閣官房副長官）  [冒頭発言] ・閣議の概要について ・アンリ・ルクセンブルク大公国大公殿下に対する勲章の授与について...  https://t.co/fjQabikFNY",2,37,120
