date,time,username,name,tweet,tweet_en,replies_count,retweets_count,likes_count
2018-01-11,0:25:39,sugawitter,菅 義偉,政府「関係改善の流れ阻害」＝中国に抗議－潜水艦入域 【時事通信　2018/1/11 17:05】...  https://t.co/Rjw3nsg7wx,"Government ""flow inhibition of improving relations"" = protest in China - submarine the arrival [newsletter 2018/1/11 17:05] ... https://t.co/Rjw3nsg7wx",51,334,574
2018-01-11,0:09:21,sugawitter,菅 義偉,平成30年1月11日(木)午後-内閣官房長官記者会見   https://t.co/GDZeVVO8zL  https://t.co/cZRd54qlcK,2018 January 11 (Thursday) afternoon - Chief Cabinet Secretary press conference https://t.co/GDZeVVO8zL https://t.co/cZRd54qlcK,5,36,92
2018-01-11,0:08:53,sugawitter,菅 義偉,平成30年1月11日(木)午前-内閣官房長官記者会見   https://t.co/7eDLLYxNbc  https://t.co/sGHySobyXA,2018 January 11 (Thursday) morning - Chief Cabinet Secretary press conference https://t.co/7eDLLYxNbc https://t.co/sGHySobyXA,3,33,94
2018-01-10,16:42:36,sugawitter,菅 義偉,菅官房長官「インバウンド4000万人は射程に入った」、旅行業界の新春イベントで講演、観光政策の成果に自信　ートラベル懇話会 【トラベルボイス　2018/1/10】...  https://t.co/t2kAxzkxGz,"Kan Chief Cabinet Secretary ""inbound 40 million people went to the range"", self-confidence over travel social gathering [Travel voice 2018/1/10] the outcome of the talks, tourism policy in the New Year event of the travel industry ... https: // t. co / t2kAxzkxGz",19,69,208
2018-01-09,23:54:12,sugawitter,菅 義偉,平成30年1月10日(水)午後-内閣官房長官記者会見  [冒頭発言] ・安倍総理のエストニア・ラトビア・リトアニア・ブルガリア・セルビア及びルーマニア訪問について...  https://t.co/tYEy4yXhum,"2018 January 10 (Wednesday) afternoon - Chief Cabinet Secretary press conference [beginning remarks] · Abe Prime Minister of Estonia, Latvia, Lithuania, Bulgaria, Serbia and Romania for the visit ... https://t.co/tYEy4yXhum",13,46,145
2018-01-09,23:39:44,sugawitter,菅 義偉,全く受け入れられず―菅氏 【ロイター通信　2018/1/10 12:53】...  https://t.co/rY59rHn9Ce,Totally not accepted - Mr. Kan [Reuters 2018/1/10 12:53] ... https://t.co/rY59rHn9Ce,81,678,1766
2018-01-09,23:30:46,sugawitter,菅 義偉,平成30年1月10日(水)午前-内閣官房長官記者会見   https://t.co/Elr6RYzDCQ  https://t.co/1GTpRAXdI6,2018 January 10 (Wednesday) morning - Chief Cabinet Secretary press conference https://t.co/Elr6RYzDCQ https://t.co/1GTpRAXdI6,3,29,100
2018-01-08,23:00:02,sugawitter,菅 義偉,官房長官トップに儀式など検討、皇位継承の準備委員会が初会合 【JNN 2018/1/9】...  https://t.co/GgDS8zGAr4,"Consider, such as ritual to Chief Cabinet Secretary top, meeting the Preparatory Committee of the throne is the first [JNN 2018/1/9] ... https://t.co/GgDS8zGAr4",12,60,188
2018-01-08,22:57:35,sugawitter,菅 義偉,平成30年1月9日(火)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について ・天皇陛下の御退位及び皇太子殿下の御即位に伴う式典準備委員会の設置について...  https://t.co/hxKhPAVGG6,2018. January 9 (Tuesday) morning - Chief Cabinet Secretary press conference [beginning remarks] · For Cabinet Overview of-your abdication of the Emperor and for the installation of the ceremony preparatory committee associated with your accession to the throne of Crown Prince .. . https://t.co/hxKhPAVGG6,3,71,304
2018-01-05,0:04:02,sugawitter,菅 義偉,幸先の良いスタート、経済運営に万全期したい＝株高で菅官房長官 【ロイター通信　2018/1/5 12:11】...  https://t.co/3y3kjrwyQq,"Auspicious start, at = high stock want to synchronize all possible measures to economic management, but Chief Cabinet Secretary [Reuters 2018/1/5 12:11] ... https://t.co/3y3kjrwyQq",45,181,552
2018-01-05,0:01:36,sugawitter,菅 義偉,平成30年1月5日(金)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について ・羽生善治氏及び井山裕太氏に対する国民栄誉賞の授与について...  https://t.co/e70EqStE91,2018 January 5 (Friday) morning - Chief Cabinet Secretary press conference [beginning remarks] · against Yoshiharu and Mr. Yuta Iyama Mr. hub overview of the Cabinet for the award of the People's Honor Award ... https: // t .co / e70EqStE91,5,111,395
2018-01-04,15:10:32,sugawitter,菅 義偉,日韓合意「１ミリも動かさない」菅義偉官房長官が強調 【産経新聞　2018/1/5 23:04】...  https://t.co/l0K4OHeIat,"Japan and South Korea ""do not move even 1 millimeter"" agreement Yoshihide Suga Chief Cabinet Secretary emphasized [Sankei Shimbun 2018/1/5 23:04] ... https://t.co/l0K4OHeIat",98,1374,3112
2018-01-03,23:43:54,sugawitter,菅 義偉,菅長官「北の脅威から国民の安全守る」訓示 【NNN 2018/1/4 11:38】...  https://t.co/6G36m3x4HM,"Kan ""protect from the north of the threat of national safety"" Secretary Inspirational [NNN 2018/1/4 11:38] ... https://t.co/6G36m3x4HM",22,398,1220
2018-01-03,15:42:31,sugawitter,菅 義偉,新年あけましておめでとうございます。  すが義偉事務所からのお知らせです。 すが義偉が下記のテレビ番組に生出演いたします。  ＊＊＊＊＊＊＊＊＊＊＊ １月４日（木） 午後８：００～９：５５ 番組名：プライムニュース...  https://t.co/3MIB9nx74o,Happy New Year! Kan Yoshiera Greetings from office. Kan Yoshiera that will live on TV program of the following. *********** January 4 (Thursday) afternoon 8:00 to 9:55 program name: Prime News ... https://t.co/3MIB9nx74o,40,417,1334
2017-12-31,16:54:47,sugawitter,菅 義偉,新しい年を迎えました。  今年も官房長官として引き続き緊張感を持ってこの国を前に進めてまいります。 今年は来年以降に立て続けに迎える大きな行事に向けて大事な一年となります。  「天皇陛下のご退位に向けて万全を期す」...  https://t.co/iyEClsAgd2,"It celebrated the new year. We will continue to move forward with this country with a continuing sense of tension as Chief Cabinet Secretary this year. This year will be the important one year towards the big event to welcome in quick succession in the next year. ""Take all possible measures towards your abdication of His Majesty the Emperor"" ... https://t.co/iyEClsAgd2",122,1108,3913
2017-12-29,1:49:01,sugawitter,菅 義偉,菅官房長官インタビュー　金融緩和「出口戦略まだ早い」 【日本経済新聞　2017/12/29 18:00】...  https://t.co/h6T4KJJ3p4,"Kan Chief Cabinet Secretary interview monetary easing ""exit strategy too early"" [The Nihon Keizai Shimbun 2017/12/29 18:00] ... https://t.co/h6T4KJJ3p4",23,143,293
2017-12-29,1:44:54,sugawitter,菅 義偉,菅官房長官が名護市を視察　来年2月の市長選にらみ 【ANN　2017/12/29 17:20】  菅官房長官は、来年2月の沖縄県名護市長選挙を前に市内を視察しました。...  https://t.co/7HyWckshIS,"Mayoral election glare [ANN 2017/12/29 17:20] Kan Chief Cabinet Secretary of next year visited Kan Chief Cabinet Secretary Nago February, we visited the city before the Okinawa Prefecture, Nago mayoral election in February next year. ... https://t.co/7HyWckshIS",29,247,583
2017-12-26,23:31:30,sugawitter,菅 義偉,菅義偉官房長官、来年も「日本を前に」　年末年始「危機管理は万全」　 【産経新聞　2017/12/27 12:34】...  https://t.co/gVGUdIG2Lk,"Yoshihide Suga Chief Cabinet Secretary, also ""Before the Japan"" year-end and New Year holidays ""crisis management is all possible measures"" next year [Sankei Shimbun 2017/12/27 12:34] ... https://t.co/gVGUdIG2Lk",20,230,546
2017-12-26,19:46:59,sugawitter,菅 義偉,平成29年12月27日(水)午前-内閣官房長官記者会見   https://t.co/dakMJJ5Dgc  https://t.co/12sq4XplV7,2017 December 27 (Wednesday) morning - Chief Cabinet Secretary press conference https://t.co/dakMJJ5Dgc https://t.co/12sq4XplV7,6,38,120
2017-12-26,1:06:59,sugawitter,菅 義偉,菅長官「北」の動き最大限警戒 【FNN 2017/12/26 16:39】...  https://t.co/KWNiqEIGEq,"Movement maximum vigilance of the Secretary of ""North"" but [FNN 2017/12/26 16:39] ... https://t.co/KWNiqEIGEq",20,388,615
2017-12-25,23:47:07,sugawitter,菅 義偉,信義基づき合意履行を＝菅官房長官 【時事通信　2017/12/26 12:42】...  https://t.co/UTa0ZtKWtk,Xinyi on the basis of the agreement fulfillment = Kan Chief Cabinet Secretary [newsletter 2017/12/26 12:42] ... https://t.co/UTa0ZtKWtk,13,76,186
2017-12-25,23:22:30,sugawitter,菅 義偉,平成29年12月26日(火)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について ・持続可能な開発目標（ＳＤＧｓ）推進本部及びジャパンＳＤＧｓアワード表彰式について...  https://t.co/dK6pdqEe2x,2017 December 26 (Tuesday) morning - Chief Cabinet Secretary press conference [beginning remarks] · For Cabinet Overview of-sustainable development goals (SDGs) for the Headquarters for the Promotion and Japan SDGs Award awards ceremony ... https: / /t.co/dK6pdqEe2x,6,38,112
2017-12-25,15:08:14,sugawitter,菅 義偉,官房長官 国連の北朝鮮制裁決議を高く評価 【NHK 2017/12/25 12:27】...  https://t.co/w7jlL8kh6d,Appreciate the Chief Cabinet Secretary United Nations of North Korea sanctions [NHK 2017/12/25 12:27] ... https://t.co/w7jlL8kh6d,5,81,295
2017-12-24,23:47:00,sugawitter,菅 義偉,平成29年12月25日(月)午前-内閣官房長官記者会見   https://t.co/RhMUU5b5Fi  https://t.co/dwZLSxYxZy,2017 December 25 (Monday) morning - Chief Cabinet Secretary press conference https://t.co/RhMUU5b5Fi https://t.co/dwZLSxYxZy,6,25,92
2017-12-24,15:07:40,sugawitter,菅 義偉,菅官房長官  「日中関係は順調」　首脳相互訪問に意欲 【毎日新聞　2017/12/25 00:34】...  https://t.co/CsZrUjaDc0,"Kan Chief Cabinet Secretary ""Japan-China relations are steadily"" summit mutual visits to the willingness [Mainichi Shimbun 2017/12/25 00:34] ... https://t.co/CsZrUjaDc0",15,36,114
2017-12-23,0:54:35,sugawitter,菅 義偉,こんにちは。  昨日、平成３０年度の政府予算案を閣議決定しました。 総額９７．７兆円の来年度予算は、経済再生と財政健全化を両立した予算となりました。...  https://t.co/eUIA1eOQJ7,"Hello. Yesterday, the government budget for 2018 fiscal year was approved by the Cabinet. Next year a total of 97.7 trillion yen budget, became the budget that are both economic recovery and fiscal consolidation. ... https://t.co/eUIA1eOQJ7",34,151,500
2017-12-22,2:31:50,sugawitter,菅 義偉,【平成３０年度予算案】菅義偉長官「経済再生と財政健全化を両立」　平成３０年度予算案を決定  【産経新聞　2017/12/22 12:18】...  https://t.co/TyQ6Iau3xo,"[2018 fiscal year budget proposal] determine the Yoshihide Suga Secretary of ""both the economic recovery and fiscal consolidation,"" 2018 fiscal budget proposal [Sankei Shimbun 2017/12/22 12:18] ... https://t.co / TyQ6Iau3xo",17,58,130
2017-12-22,1:23:37,sugawitter,菅 義偉,菅官房長官「交渉により解決すべき」 【FNN 2017/12/22 13:13】  アメリカが、エルサレムをイスラエルの首都と認定した問題で、国連総会は21日、緊急会合を開き、認定の撤回を求める決議案を賛成多数で採択した。...  https://t.co/oLFRtzVgO0,"Kan Secretariat ""should be resolved through negotiations,"" the Secretary [FNN 2017/12/22 13:13] the United States, the issue of Jerusalem was recognized as the capital of Israel, the United Nations General Assembly 21 days, held an emergency meeting, the withdrawal of certification It adopted a resolution calling in a majority. ... https://t.co/oLFRtzVgO0",12,76,207
2017-12-22,1:20:22,sugawitter,菅 義偉,平成29年12月22日(金)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について ・国家安全保障会議について ・観光立国推進閣僚会議について ・IT総合戦略本部・官民データ活用推進戦略会議合同会議について...  https://t.co/hi21bLSlXm,"2017 December 22 (Friday) morning - Chief Cabinet Secretary press conference [beginning remarks] · For Cabinet overview of and national Security Council · IT comprehensive About and Tourism Nation Promotion Council of Ministers strategy headquarters, the public and private sectors data utilization promotion strategy for meeting joint meeting ... https://t.co/hi21bLSlXm",3,33,95
2017-12-21,0:12:02,sugawitter,菅 義偉,菅官房長官インタビュー ｢緊張と重圧の５年間｣  【タウンニュース　2017/12/21】...  https://t.co/3CQ3UQkPIN,"Kan Chief Cabinet Secretary interview ""tension and five years of pressure"" [Town news 2017/12/21] ... https://t.co/3CQ3UQkPIN",23,359,778
2017-12-21,0:10:07,sugawitter,菅 義偉,【米エルサレム首都認定】菅義偉官房長官「当事者間で解決を」　安保理決議案に日本賛成 【産経新聞　2017/12/21 13:04】...  https://t.co/b9FDYsAEZN,"""The solution between the parties."" [Rice Jerusalem the capital certification] Yoshihide Suga Chief Cabinet Secretary of Japan in favor of Security Council resolution [Sankei Shimbun 2017/12/21 13:04] ... https://t.co/b9FDYsAEZN",3,49,120
2017-12-21,0:05:35,sugawitter,菅 義偉,平成29年12月21日(木)午後-内閣官房長官記者会見   https://t.co/xF8w7mflqg  https://t.co/HrkQRl0s4D,2017 December 21 (Thursday) afternoon - Chief Cabinet Secretary press conference https://t.co/xF8w7mflqg https://t.co/HrkQRl0s4D,2,29,86
2017-12-21,0:04:56,sugawitter,菅 義偉,平成29年12月21日(木)午前-内閣官房長官記者会見   https://t.co/UPaeiLudWB  https://t.co/IzW02MQmZI,2017 December 21 (Thursday) morning - Chief Cabinet Secretary press conference https://t.co/UPaeiLudWB https://t.co/IzW02MQmZI,1,15,62
2017-12-20,0:14:40,sugawitter,菅 義偉,官房長官、観光施策「今よりも高い次元で取り組む」   【日本経済新聞　2017/12/20 16:56】...  https://t.co/g89lpQvkAg,"Chief Cabinet Secretary, tourism measures ""tackle at a high level than it is now"" [The Nihon Keizai Shimbun 2017/12/20 16:56] ... https://t.co/g89lpQvkAg",8,29,84
2017-12-20,0:09:11,sugawitter,菅 義偉,５月のサイバー攻撃、北の関与断定…菅官房長官  【読売新聞　2017/12/20 12:00】...  https://t.co/aCsv8FlZxR,"May of cyber attack, north of involvement assertive ... but Chief Cabinet Secretary [Yomiuri Shimbun 2017/12/20 12:00] ... https://t.co/aCsv8FlZxR",7,252,290
2017-12-20,0:07:27,sugawitter,菅 義偉,平成29年12月20日(水)午後-内閣官房長官記者会見   https://t.co/ZzTEL89J63  https://t.co/6WBHGSafH6,2017 December 20 (Wednesday) afternoon - Chief Cabinet Secretary press conference https://t.co/ZzTEL89J63 https://t.co/6WBHGSafH6,3,16,54
2017-12-19,23:57:00,sugawitter,菅 義偉,平成29年12月20日(水)午前-内閣官房長官記者会見   https://t.co/MhxCW1Y3Mh  https://t.co/JEy1hbqE69,2017 December 20 (Wednesday) morning - Chief Cabinet Secretary press conference https://t.co/MhxCW1Y3Mh https://t.co/JEy1hbqE69,3,27,69
2017-12-19,0:05:33,sugawitter,菅 義偉,自殺誘う有害投稿の監視強化を決定、座間９人遺体事件を受け 【JNN 2017/12/19 】  神奈川県座間市で男女９人の遺体が見つかった事件を受けて、政府は自殺を誘う有害な投稿の監視強化など再発防止策を決定しました。...  https://t.co/jpXttn9t03,"Determine the monitoring strengthening of harmful posts invite suicide, received the Zama nine bodies incident [JNN 2017/12/19] In response to the incident that found nine bodies men and women in Zama City, Kanagawa Prefecture, the government is harmful to invite a suicide we decided to preventive measures such as monitoring strengthening of the post. ... https://t.co/jpXttn9t03",19,111,279
2017-12-19,0:03:57,sugawitter,菅 義偉,平成29年12月19日(火)午後-内閣官房長官記者会見   https://t.co/nJr3snxTy4  https://t.co/8PEKmSXhJe,2017 December 19 (Tuesday) afternoon - Chief Cabinet Secretary press conference https://t.co/nJr3snxTy4 https://t.co/8PEKmSXhJe,3,10,57
2017-12-19,0:03:20,sugawitter,菅 義偉,平成29年12月19日(火)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について ・国家安全保障会議について ・座間市における事件の再発防止に関する関係閣僚会議について...  https://t.co/wC5u8fSKXS,2017 December 19 (Tuesday) morning - Chief Cabinet Secretary press conference [beginning remarks] · For Cabinet Overview of-state for the Security Council Ministerial Conference on preventing recurrence of the incident in-Zama for ... https: //t.co/wC5u8fSKXS,3,11,75
2017-12-18,5:16:46,sugawitter,菅 義偉,平成29年12月18日(月)午後-内閣官房長官記者会見  [冒頭発言] ・安倍総理の岩手県訪問について   https://t.co/d4dp05bATn  https://t.co/FdJjCnea03,2017 December 18 (Monday) afternoon - Chief Cabinet Secretary press conference About the beginning remarks] - Prime Minister Abe of Iwate Prefecture visit https://t.co/d4dp05bATn https://t.co/FdJjCnea03,1,30,128
2017-12-18,5:16:16,sugawitter,菅 義偉,平成29年12月18日(月)午前-内閣官房長官記者会見   https://t.co/UP8n48TinT  https://t.co/ggpDM5pZuJ,2017 December 18 (Monday) morning - Chief Cabinet Secretary press conference https://t.co/UP8n48TinT https://t.co/ggpDM5pZuJ,0,29,98
2017-12-16,0:33:50,sugawitter,菅 義偉,&lt;今週の1枚&gt;【東京メトロ銀座線上野駅「上野今昔物語」除幕式_2017/12/14】,"& Lt; this week of one & gt; [Tokyo Metro Ginza Line Ueno Station ""Ueno Past and Present Story"" unveiling _2017 / 12/14]",1,17,81
2017-12-16,0:28:17,sugawitter,菅 義偉,こんにちは。  今週、私が本部長を務める「国際組織犯罪等・国際テロ対策推進本部」において、...  https://t.co/qjk00N06fy,"Hello. This week, I will serve the Division in the ""international organized crime such as international terrorism Prevention Headquarters"", ... https://t.co/qjk00N06fy",18,244,589
2017-12-15,2:13:32,sugawitter,菅 義偉,独自制裁　北の１９団体を資産凍結対象に 【NNN 2017/12/15 12:28】  政府は１５日の閣議で、北朝鮮への日本独自の制裁措置として新たに北朝鮮の１９の団体を資産凍結の対象とすることを決めた。...  https://t.co/ImBFrFEoYj,"Own sanctions north of 19 organizations at the Cabinet of [NNN 2017/12/15 12:28] government 15 days to freeze assets subject, asset a new North Korea of ​​19 organizations as its own sanctions Japan to North Korea We decided to freeze the target. ... https://t.co/ImBFrFEoYj",74,807,1642
2017-12-15,2:10:11,sugawitter,菅 義偉,平成29年12月15日(金)午後-内閣官房長官記者会見   https://t.co/HzQm2JjbiY  https://t.co/vwKnsjdcnC,2017 December 15 (Friday) afternoon - Chief Cabinet Secretary press conference https://t.co/HzQm2JjbiY https://t.co/vwKnsjdcnC,3,43,93
2017-12-15,2:09:43,sugawitter,菅 義偉,平成29年12月15日(金)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について ・犯罪対策閣僚会議について ・我が国独自の対北朝鮮措置について...  https://t.co/a63OlIupKe,2017 December 15 (Friday) morning - Chief Cabinet Secretary press conference [beginning remarks] · For Cabinet Overview of-crime measures Ministerial Meeting for-our country for its own against North Korea measures ... https: // t. co / a63OlIupKe,2,39,97
2017-12-14,16:08:13,sugawitter,菅 義偉,官房長官 東京・上野 日本文化拠点として発展を期待 【NHK 2017/12/15 16:45】...  https://t.co/1gaZrwVh67,"Expected to develop as a Chief Cabinet Secretary Ueno, Tokyo, Japan cultural centers [NHK 2017/12/15 16:45] ... https://t.co/1gaZrwVh67",11,83,215
2017-12-05,0:37:48,sugawitter,菅 義偉,「ふるさと納税 競争あってしかるべき」官房長官 【NHK 2017/12/5 11:32】...  https://t.co/2bVga1C7W4,"""Appropriate if there hometown tax competition"" Chief Cabinet Secretary [NHK 2017/12/5 11:32] ... https://t.co/2bVga1C7W4",60,114,345
2017-12-05,0:35:55,sugawitter,菅 義偉,平成29年12月5日(火)午後-内閣官房長官記者会見   https://t.co/ttiXraG6Xo  https://t.co/vN16RJNkms,2017 December 5 (Tuesday) afternoon - Chief Cabinet Secretary press conference https://t.co/ttiXraG6Xo https://t.co/vN16RJNkms,5,22,80
2017-12-05,0:35:29,sugawitter,菅 義偉,平成29年12月5日(火)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について ・安倍総理のＵＨＣフォーラム２０１７出席、グテーレス国連事務総長及びサル・セネガル共和国大統領の訪日について...  https://t.co/7EpE4e7aRs,"2017 December 5 (Tuesday) morning - Chief Cabinet Secretary press conference [beginning remarks] · Cabinet of Abe Prime Minister of UHC forum 2017 attendance overview, Guterres Secretary-General of the United Nations and monkeys, the Republic of Senegal for the visit of the President .. . https://t.co/7EpE4e7aRs",3,39,127
2017-12-04,0:07:12,sugawitter,菅 義偉,「米韓の協力支持したい」　日本政府反応 【FNN 2017/12/4 12:08】  アメリカ軍と韓国軍は、4日から航空戦力を動員した合同軍事演習を開始しました。日本政府の反応です。...  https://t.co/o6w7ZFMcaX,"""US want to help support the Korean"" government reaction Japan [FNN 2017/12/4 12:08] the US military and South Korea troops, began joint military exercises that were mobilizing air power from the four days. Is the reaction of the Japanese government. ... https://t.co/o6w7ZFMcaX",3,89,208
2017-12-04,0:04:21,sugawitter,菅 義偉,平成29年12月4日(月)午後-内閣官房長官記者会見   https://t.co/UWZ94RFWJl  https://t.co/T0QUyiFiL8,"2017, December 4, 2009 (Monday) afternoon - Chief Cabinet Secretary press conference https://t.co/UWZ94RFWJl https://t.co/T0QUyiFiL8",3,21,79
2017-12-04,0:04:00,sugawitter,菅 義偉,平成29年12月4日(月)午前-内閣官房長官記者会見   https://t.co/hBkXACvr3o  https://t.co/nueSqusIx6,"2017, December 4, 2009 (Monday) morning - Chief Cabinet Secretary press conference https://t.co/hBkXACvr3o https://t.co/nueSqusIx6",0,21,75
2017-12-02,1:12:03,sugawitter,菅 義偉,こんばんは。  昨日、皇室会議が開かれ、天皇陛下が御退位される日となる特例法の施行日を、平成３１年４月３０日とすべきであるという意見が決定されました。  今年６月の通常国会で成立した「天皇の退位等に関する皇室典範特例法」は、...  https://t.co/1K4B85hb6P,"good evening. Yesterday, the imperial family meeting is opened, the Emperor is the enforcement date of the Special Law to be a day to be your abdication, the opinion that it should be the 2019 April 30 has been determined. Was established in the ordinary Diet session in June this year, ""Imperial House Law Special Act on abdication, such as the Emperor"" is, ... https://t.co/1K4B85hb6P",36,350,895
2017-12-01,15:19:09,sugawitter,菅 義偉,菅官房長官「サイバー攻撃対策で日ロ連携に期待」 【ANN　2017/12/2 18:27】...  https://t.co/f8XPd54rsE,"Kan Chief Cabinet Secretary ""expected to cyber attack countermeasures Japan-Russia cooperation"" [ANN 2017/12/2 18:27] ... https://t.co/f8XPd54rsE",18,141,299
2017-12-01,0:06:01,sugawitter,菅 義偉,【天皇陛下譲位】天皇陛下譲位、平成３１年４月３０日は「国民がこぞってことほぐにふさわしい日」菅義偉官房長官会見詳報 【産経新聞　2017/12/1 13:24】...  https://t.co/eTtFHPg37M,"[Emperor abdication] Emperor abdication, April 30, 2019, entitled ""day people worthy of the gang congratulate"" Chief Cabinet Secretary Yoshihide Suga conference full report [Sankei Shimbun 2017/12/1 13:24] ... https: //t.co/eTtFHPg37M",13,264,486
2017-12-01,0:03:16,sugawitter,菅 義偉,平成29年12月1日(金)午後-内閣官房長官記者会見   https://t.co/DBFoU1fIfi  https://t.co/aDsdC4j2gn,2017 12 January (Friday) afternoon - Chief Cabinet Secretary press conference https://t.co/DBFoU1fIfi https://t.co/aDsdC4j2gn,0,25,84
2017-11-30,23:56:46,sugawitter,菅 義偉,平成29年12月1日(金)午前2-内閣官房長官記者会見  [冒頭発言] ・皇室会議について   https://t.co/GnuuiLNkLf  https://t.co/KOK4amfDXG,2017 December 1 (gold) for the morning 2-Chief Cabinet Secretary press conference [beginning remarks] · Imperial Household Council https://t.co/GnuuiLNkLf https://t.co/KOK4amfDXG,1,33,99
2017-11-30,23:56:08,sugawitter,菅 義偉,平成29年12月1日(金)午前-内閣官房長官記者会見 （野上浩太郎内閣官房副長官）  [冒頭発言] ・閣議の概要について   https://t.co/56hfjN1lh6  https://t.co/LL4OwQLvUx,2017 12 January (Friday) morning - Chief Cabinet Secretary press conference (Kotaro Nogami Cabinet Deputy Chief Cabinet Secretary) [beginning remarks] · For Cabinet overview of https://t.co/56hfjN1lh6 https://t.co / LL4OwQLvUx,0,17,62
2017-11-29,23:37:55,sugawitter,菅 義偉,北朝鮮の「火星15」、日本政府は新型のＩＣＢＭ級と分析 【ロイター通信　2017/11/30 15:20】...  https://t.co/UWSEiowz5m,"North Korea of ​​""Mars 15"", the Japanese government analysis and a new type of ICBM-class [Reuters 2017/11/30 15:20] ... https://t.co/UWSEiowz5m",10,143,251
2017-11-29,23:32:45,sugawitter,菅 義偉,平成29年11月30日(木)午後-内閣官房長官記者会見   https://t.co/3wxGyMaZ2B  https://t.co/l91RqduMbK,2017 November 30 (Thursday) afternoon - Chief Cabinet Secretary press conference https://t.co/3wxGyMaZ2B https://t.co/l91RqduMbK,7,19,87
2017-11-29,23:32:23,sugawitter,菅 義偉,平成29年11月30日(木)午前-内閣官房長官記者会見   https://t.co/13ynVaYkU2  https://t.co/0xiBnvDMoe,2017 November 30 (Thursday) morning - Chief Cabinet Secretary press conference https://t.co/13ynVaYkU2 https://t.co/0xiBnvDMoe,2,18,68
2017-11-29,0:02:38,sugawitter,菅 義偉,官房長官 国連安保理のさらなる対応含め断固たる対応 【NHK 2017/11/29 8:17】...  https://t.co/z4cfLpHlum,"Firm response, including further support of Chief Cabinet Secretary United Nations Security Council [NHK 2017/11/29 8:17] ... https://t.co/z4cfLpHlum",21,130,320
2017-11-28,23:36:21,sugawitter,菅 義偉,平成29年11月29日(水)午後-内閣官房長官記者会見   https://t.co/aufgfEfNSr  https://t.co/DEESayHLuq,2017 November 29 (Wednesday) afternoon - Chief Cabinet Secretary press conference https://t.co/aufgfEfNSr https://t.co/DEESayHLuq,4,27,95
2017-11-28,23:35:41,sugawitter,菅 義偉,平成29年11月29日(水)午前3-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について   https://t.co/7d09BPeelP  https://t.co/csXikmdC6I,2017 November 29 (Wednesday) morning 3-Chief Cabinet Secretary press conference [beginning remarks] of-Cabinet overview https://t.co/7d09BPeelP https://t.co/csXikmdC6I,1,24,82
2017-11-28,16:16:28,sugawitter,菅 義偉,平成29年11月29日(水)午前2-内閣官房長官記者会見  [冒頭発言] ・北朝鮮による弾道ミサイル発射事案について（２）   https://t.co/lFznqCuVg9  https://t.co/npRQBUqU51,"2017 November 29 (Wednesday) morning 2-Chief Cabinet Secretary press conference [beginning remarks], for ballistic missile launch by North Korea cases (2) https://t.co/lFznqCuVg9 https://t.co / npRQBUqU51",9,53,112
2017-11-28,16:16:00,sugawitter,菅 義偉,平成29年11月29日(水)午前-内閣官房長官記者会見  [冒頭発言] ・北朝鮮による弾道ミサイル発射事案について（１）   https://t.co/XbD8hJYkZI  https://t.co/pnRw3aDyPw,"2017 November 29 (Wednesday) morning - Chief Cabinet Secretary press conference [beginning remarks], for ballistic missile launch by North Korea cases (1) https://t.co/XbD8hJYkZI https://t.co/ pnRw3aDyPw",8,70,153
2017-11-27,23:40:10,sugawitter,菅 義偉,官房長官、東レ製品データ改ざん「極めて遺憾」 【日本経済新聞　2017/11/28 16:32】...  https://t.co/hIgwWeyIHs,"Chief Cabinet Secretary, Toray product data falsification ""extremely regrettable"" [The Nihon Keizai Shimbun 2017/11/28 16:32] ... https://t.co/hIgwWeyIHs",8,68,157
2017-11-27,23:39:06,sugawitter,菅 義偉,平成29年11月28日(火)午後-内閣官房長官記者会見   https://t.co/ftrF31VgM0  https://t.co/IvVTYYM4lS,2017 November 28 (Tuesday) afternoon - Chief Cabinet Secretary press conference https://t.co/ftrF31VgM0 https://t.co/IvVTYYM4lS,3,17,65
2017-11-27,23:37:18,sugawitter,菅 義偉,平成29年11月28日(火)午前-内閣官房長官記者会見   https://t.co/3gqgjJhWYn  https://t.co/Wx7O8ddHla,2017 November 28 (Tuesday) morning - Chief Cabinet Secretary press conference https://t.co/3gqgjJhWYn https://t.co/Wx7O8ddHla,2,23,84
2017-11-27,2:47:19,sugawitter,菅 義偉,大飯再稼働　「知事から理解得られたのは重要」 【FNN 2017/11/27 17:03】...  https://t.co/Hr6NAUmmNY,"Ohi re-operation ""was obtained understood from the governor is important"" [FNN 2017/11/27 17:03] ... https://t.co/Hr6NAUmmNY",18,163,452
